effective_time,version,brand_name,generic_names,manufacturer_names,product_ndcs,package_ndcs,upcs,route,product_type,substance_names,uniis,pharm_class_epc,pharm_class_pe,pharm_class_cs,spl_id,spl_set_id,is_original_packager
20250429,2,Vapor Stick,['CAMPHOR/MENTHOL'],['China Ningbo Shangge Cosmetics Technology Corp.'],['58503-212'],['58503-212-01'],['0849607071705'],['TOPICAL'],['HUMAN OTC DRUG'],"['CAMPHOR (NATURAL)', 'MENTHOL']","['N20HL7Q941', 'L7T10EIP3A']",[],[],[],['33e4f88f-bbf3-e653-e063-6394a90a4396'],['33e259d6-b065-a677-e063-6394a90ab314'],[True]
20250811,3,Thera Plus Extra Strength Muscle Rub Topical Analgesic,['MENTHOL'],"['FOURSTAR GROUP USA, INC.']",['80684-139'],['80684-139-00'],['0049696700368'],['TOPICAL'],['HUMAN OTC DRUG'],['MENTHOL'],['L7T10EIP3A'],[],[],[],['3c1ad278-b7b9-7859-e063-6294a90a528a'],['8a3b6adf-afbb-4d77-a19b-a6514ebd3b50'],[True]
20250812,13,Signature Care Enamel Guard Sensitive Gentle Whitening,"['POTASSIUM NITRATE, SODIUM FLUORIDE']",['Safeway'],['21130-350'],['21130-350-19'],[],['DENTAL'],['HUMAN OTC DRUG'],"['POTASSIUM NITRATE', 'SODIUM FLUORIDE']","['RU45X2JN0Z', '8ZYQ1474W7']",[],[],[],['3c306848-1122-42d8-e063-6294a90a1979'],['83222361-b89d-90e7-e053-2991aa0a7579'],[True]
20250812,14,Rite Aid Maximum Strength,['BENZOCAINE'],['Rite Aid'],['11822-0345'],"['11822-0345-1', '11822-0345-7']",[],['ORAL'],['HUMAN OTC DRUG'],['BENZOCAINE'],['U3RSY48JW5'],['Standardized Chemical Allergen [EPC]'],"['Increased Histamine Release [PE]', 'Cell-mediated Immunity [PE]']",['Allergens [CS]'],['3c30b3b6-3f7d-885d-e063-6294a90aba4c'],['340ccdab-0a02-454c-8d44-ced5667276ab'],[True]
20250813,1,Quetiapine,['QUETIAPINE'],['REMEDYREPACK INC.'],['70518-4437'],['70518-4437-0'],[],['ORAL'],['HUMAN PRESCRIPTION DRUG'],['QUETIAPINE FUMARATE'],['2S3PL1B6UJ'],[],[],[],['3c4011a0-2cce-6307-e063-6294a90a8b45'],['c6e25a58-96b4-47b7-a5f3-33e5ffce1d1e'],[]
20250228,14,Amoxicillin and Clavulanate Potassium,['AMOXICILLIN AND CLAVULANATE POTASSIUM'],['Hikma Pharmaceuticals USA Inc.'],['0143-9853'],"['0143-9853-75', '0143-9853-16', '0143-9853-24']","['0301439853244', '0301439853169', '0301439853756']",['ORAL'],['HUMAN PRESCRIPTION DRUG'],"['AMOXICILLIN', 'CLAVULANATE POTASSIUM']","['804826J2HU', 'Q42OMW3AT8']",[],[],[],['45f95702-3be8-47a5-8de8-3b17457aa04a'],['6339bcdb-060f-4558-9f42-6bf7f935e138'],[True]
20250808,5,ADVAIR HFA,['FLUTICASONE PROPIONATE AND SALMETEROL XINAFOATE'],['A-S Medication Solutions'],['50090-3672'],['50090-3672-0'],[],['RESPIRATORY (INHALATION)'],['HUMAN PRESCRIPTION DRUG'],"['FLUTICASONE PROPIONATE', 'SALMETEROL XINAFOATE']","['O2GMZ0LF5W', '6EW8Q962A5']",[],[],[],['60f8570f-0853-4add-ae12-6cb19839089d'],['80b36523-4ae4-463e-b1fd-b929fb802b76'],[]
20250815,4,Daytime Cold and Flu,"['ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, PHENYLEPHRINE HYDROCHLORIDE']",['Rite Aid Corporation'],['11822-1583'],"['11822-1583-2', '11822-1583-1']",[],['ORAL'],['HUMAN OTC DRUG'],"['ACETAMINOPHEN', 'DEXTROMETHORPHAN HYDROBROMIDE', 'PHENYLEPHRINE HYDROCHLORIDE']","['362O9ITL9D', '9D2RTI9KYH', '04JA59TNSJ']",[],[],[],['72d95f36-5b6b-4e5d-8906-a3b914e34af3'],['714836fb-68c5-4009-9991-60031b46fd81'],[True]
20241029,2,FEXOFENADINE HYDROCHLORIDE,['FEXOFENADINE HYDROCHLORIDE'],"['Pioneer Life Sciences, LLC']",['72090-010'],"['72090-010-03', '72090-010-04', '72090-010-02']","['0372090002999', '0372090002968']",['ORAL'],['HUMAN OTC DRUG'],['FEXOFENADINE HYDROCHLORIDE'],['2S068B75ZU'],[],[],[],['9b744eda-9e25-46f7-9431-ae2711592a8d'],['0a4f4178-bea5-4995-99dc-96980cccdc8a'],[True]
20250811,33,Ondansetron,['ONDANSETRON'],"['Hospira, Inc.']","['0409-4755', '0409-4759']","['0409-4755-18', '0409-4755-03', '0409-4759-01']",[],"['INTRAMUSCULAR', 'INTRAVENOUS']",['HUMAN PRESCRIPTION DRUG'],['ONDANSETRON HYDROCHLORIDE'],['NMH84OZK2B'],[],[],[],['f4d4b538-f4fd-49d7-ac02-b72d48c52e59'],['6a11f61b-2318-4382-2b91-4366e4bb53fa'],[True]
20250805,22,Divalproex Sodium,['DIVALPROEX SODIUM'],"['Rising Pharma Holdings, Inc.']","['57237-047', '57237-106', '57237-048']","['57237-106-01', '57237-106-05', '57237-047-01', '57237-047-05', '57237-048-01', '57237-048-05']",[],['ORAL'],['HUMAN PRESCRIPTION DRUG'],['DIVALPROEX SODIUM'],['644VL95AO6'],[],[],[],['0e7b49f5-b6a5-4b9c-96d6-a28064b641dd'],['6316061c-9758-4f38-9cb2-7ca833dd20bf'],[True]
20250812,3,minoxidil,['MINOXIDIL'],['Publix Super Markets Inc'],['56062-070'],['56062-070-16'],[],['TOPICAL'],['HUMAN OTC DRUG'],['MINOXIDIL'],['5965120SH1'],['Arteriolar Vasodilator [EPC]'],['Arteriolar Vasodilation [PE]'],[],['2bd3521f-19bd-4f77-9034-9ae287698992'],['d0ff44ef-d59c-43c9-a381-448fef2cfe22'],[True]
20250808,13,TopCare Sensitive Extra Whitening,"['POTASSIUM NITRATE, SODIUM FLUORIDE']",['TOPCO Assoc. LLC'],['36800-451'],['36800-451-59'],[],['DENTAL'],['HUMAN OTC DRUG'],"['POTASSIUM NITRATE', 'SODIUM FLUORIDE']","['RU45X2JN0Z', '8ZYQ1474W7']",[],[],[],['3bde50a8-8899-a2ad-e063-6294a90aa2ea'],['835f41cf-e920-7df7-e053-2a91aa0a4479'],[True]
20250811,3,DICLOFENAC SODIUM,"['DICLOFENAC SODIUM TOPICAL GEL, 1%']",['BluePoint Laboratories'],['68001-621'],['68001-621-45'],[],['TOPICAL'],['HUMAN OTC DRUG'],['DICLOFENAC SODIUM'],['QTG126297Q'],[],[],[],['3c186ca4-daa6-7e58-e063-6294a90a3518'],['274543d2-a9a6-1e37-e063-6394a90ae3f1'],[True]
20250812,22,Hydrogen Peroxide,['HYDROGEN PEROXIDE'],"['Meijer Distribution, Inc']",['41250-871'],"['41250-871-43', '41250-871-45', '41250-871-34', '41250-871-26']",[],['TOPICAL'],['HUMAN OTC DRUG'],['HYDROGEN PEROXIDE'],['BBX060AN9V'],[],[],[],['3c2c03bf-55c2-23a7-e063-6294a90ac983'],['4989f1cd-4555-405a-a5f8-8714d472983c'],[True]
20250819,3,Sheer Touch Sunscreen SPF 100,"['AVOBENZONE, HOMOSALATE, OCTISALATE']","['Retail Business Services, LLC']",['72476-934'],['72476-934-21'],[],['TOPICAL'],['HUMAN OTC DRUG'],"['AVOBENZONE', 'HOMOSALATE', 'OCTISALATE']","['G63QQF2NOX', 'V06SV4M95S', '4X49Y0596W']",[],[],[],['3cbbb87d-91c4-bd92-e063-6394a90af894'],['f2a4b432-118e-42a4-baeb-90614dccbd06'],[True]
20250812,12,4X Medicated Severe Toothache and Gum Gel,['BENZOCAINE'],['Rite Aid'],['11822-0615'],['11822-0615-9'],[],['ORAL'],['HUMAN OTC DRUG'],"['BENZALKONIUM CHLORIDE', 'BENZOCAINE', 'MENTHOL', 'ZINC CHLORIDE']","['F5UM2KM3W7', 'U3RSY48JW5', 'L7T10EIP3A', '86Q357L16B']",['Standardized Chemical Allergen [EPC]'],"['Increased Histamine Release [PE]', 'Cell-mediated Immunity [PE]']",['Allergens [CS]'],['3c30dda2-f8c5-03a9-e063-6394a90affa7'],['99703bf4-f169-5e05-e053-2995a90afab4'],[True]
20250810,1,NP Thyroid,['THYROID TABLETS'],['Calvin Scott & Co Inc.'],['17224-502'],['17224-502-60'],[],['ORAL'],['HUMAN OTC DRUG'],"['LEVOTHYROXINE', 'LIOTHYRONINE']","['Q51BO43MG4', '06LU7C9H1V']","['l-Thyroxine [EPC]', 'l-Triiodothyronine [EPC]']",[],"['Thyroxine [CS]', 'Triiodothyronine [CS]']",['3bfcc004-1265-9215-e063-6294a90aeac2'],['3bfcc004-1264-9215-e063-6294a90aeac2'],[]
20250811,15,Alka-Seltzer Hangover Relief,"['ANHYDROUS CITRIC ACID, ASPIRIN, AND SODIUM BICARBONATE']",['Bayer HealthCare LLC.'],['0280-0084'],"['0280-0084-01', '0280-0084-02', '0280-0084-03', '0280-0084-04', '0280-0084-05']",['0016500594963'],['ORAL'],['HUMAN OTC DRUG'],"['ASPIRIN', 'CAFFEINE']","['R16CO5Y76E', '3G6A5W338E']","['Nonsteroidal Anti-inflammatory Drug [EPC]', 'Platelet Aggregation Inhibitor [EPC]', 'Central Nervous System Stimulant [EPC]', 'Methylxanthine [EPC]']","['Decreased Prostaglandin Production [PE]', 'Decreased Platelet Aggregation [PE]', 'Central Nervous System Stimulation [PE]']","['Anti-Inflammatory Agents, Non-Steroidal [CS]', 'Xanthines [CS]']",['3c1c5a43-6799-668b-e063-6394a90aad76'],['dc235b06-999e-221d-e053-2a95a90a0ce1'],[True]
20250812,4,Sennosides and Docusate Sodium,['SENNOSIDES AND DOCUSATE SODIUM'],['American Health Packaging'],['60687-622'],"['60687-622-11', '60687-622-01']",[],['ORAL'],['HUMAN OTC DRUG'],"['DOCUSATE SODIUM', 'SENNOSIDES']","['F05Q2T2JA0', '3FYP5M0IJX']",[],[],[],['3c2f58eb-5f46-5945-e063-6294a90a40c0'],['4b84d5d7-43cf-47bb-af59-088550c3a0bc'],[]
20250812,8,HEB HEBuddy,['FLUORIDE'],['HEB'],['37808-192'],"['37808-192-00', '37808-192-02']",[],['DENTAL'],['HUMAN OTC DRUG'],['SODIUM FLUORIDE'],['8ZYQ1474W7'],[],[],[],['3c30821c-812b-d994-e063-6394a90a65a4'],['a6af1baf-17bf-428c-8744-1490359b0cfb'],[True]
20250812,6,Gum Detoxify,['STANNOUS FLUORIDE'],['Rite Aid'],['11822-5006'],['11822-5006-9'],[],['DENTAL'],['HUMAN OTC DRUG'],['STANNOUS FLUORIDE'],['3FTR44B32Q'],[],[],[],['3c308a3b-75fa-e35c-e063-6394a90a99a5'],['ccad4383-4479-6175-e053-2a95a90a13a2'],[True]
20250815,16,Warfarin Sodium,['WARFARIN SODIUM'],['REMEDYREPACK INC.'],['70518-0727'],"['70518-0727-0', '70518-0727-1', '70518-0727-3', '70518-0727-2']",[],['ORAL'],['HUMAN PRESCRIPTION DRUG'],['WARFARIN SODIUM'],['6153CWM0CL'],[],[],[],['3c67e325-e8ab-8feb-e063-6294a90adf4d'],['724b0061-f42a-4008-a078-09c800ee9785'],[]
20250812,3,Antispetic,"['EUCALYPTOL, MENTHOL, METHYL SALICYLATE, THYMOL']","['Meijer Distribution, Inc']",['79481-0567'],['79481-0567-1'],[],['ORAL'],['HUMAN OTC DRUG'],"['EUCALYPTOL', 'MENTHOL', 'METHYL SALICYLATE', 'THYMOL']","['RV6J6604TK', 'L7T10EIP3A', 'LAV5U5022Y', '3J50XA376E']",[],[],[],['3c2affc2-7cce-6bfe-e063-6294a90afe8d'],['ec4907e1-d31c-4360-97d9-dc094a5a08ac'],[True]
20250812,4,4x Medicated Toothache and Gum Gel,['BENZOCAINE'],['CVS'],['69842-642'],['69842-642-29'],[],['ORAL'],['HUMAN OTC DRUG'],"['BENZALKONIUM CHLORIDE', 'BENZOCAINE', 'MENTHOL, UNSPECIFIED FORM', 'ZINC CHLORIDE']","['F5UM2KM3W7', 'U3RSY48JW5', 'L7T10EIP3A', '86Q357L16B']",['Standardized Chemical Allergen [EPC]'],"['Increased Histamine Release [PE]', 'Cell-mediated Immunity [PE]']",['Allergens [CS]'],['3c30c79e-4396-f406-e063-6394a90a528a'],['a7577d5f-69cf-3f32-e053-2995a90aaba5'],[True]
20250815,3,Glimepiride,['GLIMEPIRIDE'],['A-S Medication Solutions'],['50090-6426'],"['50090-6426-1', '50090-6426-3', '50090-6426-0', '50090-6426-4']",[],['ORAL'],['HUMAN PRESCRIPTION DRUG'],['GLIMEPIRIDE'],['6KY687524K'],['Sulfonylurea [EPC]'],[],['Sulfonylurea Compounds [CS]'],['4de04665-3a18-487c-9232-7c1362e3a316'],['489dc098-0ac7-4f8e-b258-326229539c7c'],[]
20250812,9,Ibuprofen,['IBUPROFEN'],"['Good Sense (Geiss, Destin & Dunn, Inc.)']",['50804-199'],"['50804-199-40', '50804-199-20']",['0846036000863'],['ORAL'],['HUMAN OTC DRUG'],['IBUPROFEN'],['WK2XYI10QM'],['Nonsteroidal Anti-inflammatory Drug [EPC]'],[],"['Anti-Inflammatory Agents, Non-Steroidal [CS]']",['85544597-4144-4df6-b445-4e92f6a96d09'],['3c8d5ae9-6d18-4fc7-a13e-63a11f062fd0'],[True]
20250728,9,Amantadine,['AMANTADINE'],['Alembic Pharmaceuticals Inc.'],['62332-586'],"['62332-586-31', '62332-586-71']",[],['ORAL'],['HUMAN PRESCRIPTION DRUG'],['AMANTADINE HYDROCHLORIDE'],['M6Q1EO9TD0'],[],[],[],['a9507ffa-0c95-48ce-80bf-60bc699add17'],['da1837b5-fda2-48e0-91ba-d6eb2b991b55'],[True]
20250826,16,Osmitrol,['MANNITOL'],['Baxter Healthcare Company'],"['0338-0353', '0338-0357']","['0338-0353-03', '0338-0357-02', '0338-0357-03']",[],['INTRAVENOUS'],['HUMAN PRESCRIPTION DRUG'],['MANNITOL'],['3OWL53L36A'],['Osmotic Diuretic [EPC]'],['Increased Diuresis [PE]'],[],['3911fd42-2b73-4509-9c4c-92ceba4e6d34'],['0d914965-7001-45cb-ba51-d7c5964b05bc'],[True]
20250807,1,Ibuprofen,['IBUPROFEN'],['PROSTAT FIRST AID'],['58228-6185'],['58228-6185-1'],[],['ORAL'],['HUMAN OTC DRUG'],['IBUPROFEN'],['WK2XYI10QM'],['Nonsteroidal Anti-inflammatory Drug [EPC]'],[],"['Anti-Inflammatory Agents, Non-Steroidal [CS]']",['3bca27c2-b039-32ae-e063-6294a90a72ee'],['3bca27b4-3df6-b7d1-e063-6394a90ac6af'],[True]
20250812,19,Warfarin Sodium,['WARFARIN SODIUM'],['REMEDYREPACK INC.'],['70518-0273'],"['70518-0273-0', '70518-0273-1', '70518-0273-2', '70518-0273-4', '70518-0273-3']",[],['ORAL'],['HUMAN PRESCRIPTION DRUG'],['WARFARIN SODIUM'],['6153CWM0CL'],[],[],[],['3c2baf5e-2e5f-aa77-e063-6394a90a6089'],['4dc2d94e-f856-47da-9d44-24773d97eb87'],[]
20250812,6,Walgreens Restore and Defend,['STANNOUS FLUORIDE'],['Walgreens'],['0363-1599'],['0363-1599-09'],[],['DENTAL'],['HUMAN OTC DRUG'],['STANNOUS FLUORIDE'],['3FTR44B32Q'],[],[],[],['3c308975-4a08-e325-e063-6394a90a4b42'],['e808ea4b-9081-085b-e053-2a95a90a4f9b'],[True]
20250812,13,Kroger Enamel Protection Sensitive Gentle Whitening,"['POTASSIUM NITRATE, SODIUM FLUORIDE']",['Kroger Company'],['30142-362'],['30142-362-99'],[],['DENTAL'],['HUMAN OTC DRUG'],"['POTASSIUM NITRATE', 'SODIUM FLUORIDE']","['RU45X2JN0Z', '8ZYQ1474W7']",[],[],[],['3c30b0af-ac17-f3b7-e063-6394a90a7ef4'],['82b9a954-2a53-ac56-e053-2991aa0abd0e'],[True]
20250812,5,4X Medicated Toothache and Gum Gel,['BENZOCAINE'],['Walmart'],['49035-569'],['49035-569-99'],[],['ORAL'],['HUMAN OTC DRUG'],"['BENZALKONIUM CHLORIDE', 'BENZOCAINE', 'MENTHOL', 'ZINC CHLORIDE']","['F5UM2KM3W7', 'U3RSY48JW5', 'L7T10EIP3A', '86Q357L16B']",['Standardized Chemical Allergen [EPC]'],"['Increased Histamine Release [PE]', 'Cell-mediated Immunity [PE]']",['Allergens [CS]'],['3c30d3cc-98e6-fd46-e063-6394a90aed7f'],['a471a858-edbf-c31e-e053-2995a90a7156'],[True]
20250812,6,CVS Rapid Protection Sensitive,['STANNOUS FLUORIDE'],['CVS Pharmacy'],['69842-252'],['69842-252-19'],[],['DENTAL'],['HUMAN OTC DRUG'],['STANNOUS FLUORIDE'],['3FTR44B32Q'],[],[],[],['3c3072b4-1628-4fab-e063-6294a90a49ed'],['8162fcc0-7a24-678c-e053-2a91aa0af2fe'],[True]
20250812,6,Gum Detoxify,['STANNOUS FLUORIDE'],"['Meijer, Inc.']",['79481-0121'],['79481-0121-9'],['0713733499910'],['ORAL'],['HUMAN OTC DRUG'],['STANNOUS FLUORIDE'],['3FTR44B32Q'],[],[],[],['3c308975-4a09-e325-e063-6394a90a4b42'],['0338495b-08a5-047f-e063-6394a90aa124'],[True]
20250731,5,Naloxone Hydrochloride,['NALOXONE HYDROCHLORIDE'],"['Fresenius Kabi USA, LLC']","['76045-112', '76045-114']","['76045-114-01', '76045-114-10', '76045-112-01', '76045-112-20']",[],"['INTRAMUSCULAR', 'INTRAVENOUS', 'SUBCUTANEOUS']",['HUMAN PRESCRIPTION DRUG'],['NALOXONE HYDROCHLORIDE'],['F850569PQR'],[],[],[],['6503f42d-3303-497a-9653-4b6d89bf7833'],['201fdedf-1736-4e52-9d7d-de14292547fd'],[True]
20250818,1,JITAGIX BEE VENOM Skin Cream,['SKIN CREAM'],"['Shenzhen Zealous Ecommerce Technology Co., Ltd']",['85587-006'],['85587-006-01'],['0768825721141'],['TOPICAL'],['HUMAN OTC DRUG'],"['ACETYL HEXAPEPTIDE-8', 'CENTELLA ASIATICA TRITERPENOIDS', 'CORALLINA OFFICINALIS', 'FUCUS VESICULOSUS', 'GLYCEROPHOSPHOINOSITOL CHOLINE', 'MEL', 'PANTHENOL', 'PROPOLIS CERA', 'SODIUM CARBOXYMETHYL .BETA.-GLUCAN (DS 0.65-0.85)']","['L4EL31FWIL', '4YS74Q4G4J', '4004498D06', '535G2ABX9M', '3W4V4N5240', 'Y9H1V576FH', 'WV9CM0O67Z', '6Y8XYV2NOF', '2YGO1190AP']",[],[],[],['3c9e7fb3-fd32-e805-e063-6294a90a04e0'],['3c9e7fb3-fd31-e805-e063-6294a90a04e0'],[True]
20250804,1,NICCOLUM METALLICUM,['NICKEL'],['Boiron'],['0220-3651'],['0220-3651-41'],[],['ORAL'],['HUMAN OTC DRUG'],['NICKEL'],['7OV03QG267'],['Standardized Chemical Allergen [EPC]'],"['Increased Histamine Release [PE]', 'Cell-mediated Immunity [PE]']",['Allergens [CS]'],['3b8c8a00-78a0-1909-e063-6394a90addd4'],['3b8c8a00-789f-1909-e063-6394a90addd4'],[True]
20250811,1,Curology Daily Moisturizing,"['AVOBENZONE, HOMOSALATE, OCTOCRYLENE, OCTISALATE']","['Curology, Inc']",['82575-400'],['82575-400-00'],[],['TOPICAL'],['HUMAN OTC DRUG'],"['AVOBENZONE', 'HOMOSALATE', 'OCTISALATE', 'OCTOCRYLENE']","['G63QQF2NOX', 'V06SV4M95S', '4X49Y0596W', '5A68WGF6WM']",[],[],[],['3c1967fc-bb8a-2f7e-e063-6394a90a2512'],['3c1967fc-bb89-2f7e-e063-6394a90a2512'],[True]
20250108,1,Oxycodone Hydrochloride,['OXYCODONE HYDROCHLORIDE'],"['Asclemed USA, Inc.']","['76420-757', '76420-897', '76420-758', '76420-761', '76420-762']","['76420-897-10', '76420-897-20', '76420-897-30', '76420-897-60', '76420-897-90', '76420-897-01', '76420-757-10', '76420-757-20', '76420-757-30', '76420-757-60', '76420-757-90', '76420-757-01', '76420-758-10', '76420-758-20', '76420-758-30', '76420-758-60', '76420-758-90', '76420-758-01', '76420-761-10', '76420-761-20', '76420-761-30', '76420-761-60', '76420-761-90', '76420-761-01', '76420-762-10', '76420-762-20', '76420-762-30', '76420-762-60', '76420-762-90', '76420-762-01']",[],['ORAL'],['HUMAN PRESCRIPTION DRUG'],['OXYCODONE HYDROCHLORIDE'],['C1ENJ2TE6C'],[],[],[],['2b35649b-3399-ef25-e063-6294a90a1efb'],['c10cc127-8756-4ddc-9f46-1e003ef271dc'],[]
20250814,6,ILIA SUPER SERUM SKIN TINT (ST14 DOMINICA),['ZINC OXIDE'],"['Ilia, Inc.']",['81110-762'],"['81110-762-01', '81110-762-02']",[],['TOPICAL'],['HUMAN OTC DRUG'],['ZINC OXIDE'],['SOI2LOH54Z'],[],[],[],['3c553498-2146-c327-e063-6294a90a9900'],['b595db16-7969-726f-e053-2995a90ab783'],[True]
20250814,7,ILIA SUPER SERUM SKIN TINT (ST17 MIHO),['ZINC OXIDE'],"['Ilia, Inc.']",['81110-765'],"['81110-765-01', '81110-765-02']",[],['TOPICAL'],['HUMAN OTC DRUG'],['ZINC OXIDE'],['SOI2LOH54Z'],[],[],[],['3c55a79c-1fc6-2a99-e063-6294a90a406d'],['b595f875-b774-f847-e053-2995a90a2886'],[True]
20250714,1,CENCHRIS CONTORTRIX,['AGKISTRODON CONTORTRIX VENOM'],['Boiron'],['0220-1290'],['0220-1290-41'],[],['ORAL'],['HUMAN OTC DRUG'],['AGKISTRODON CONTORTRIX VENOM'],['3BKX485ZP0'],[],[],[],['39e93376-fa38-1316-e063-6394a90a4af6'],['39e93376-fa37-1316-e063-6394a90a4af6'],[True]
20250814,6,ILIA SUPER SERUM SKIN TINT (ST16 PAVONES),['ZINC OXIDE'],"['Ilia, Inc.']",['81110-764'],"['81110-764-01', '81110-764-02']",[],['TOPICAL'],['HUMAN OTC DRUG'],['ZINC OXIDE'],['SOI2LOH54Z'],[],[],[],['3c54f5af-3ea7-f67f-e063-6394a90a753e'],['b595f1e9-36f7-615d-e053-2a95a90abb1c'],[True]
20250814,2,Sun Bum 50 Mineral Sunscreen,"['TITANIUM DIOXIDE, ZINC OXIDE']","['Sun Bum, LLC']",['69039-733'],['69039-733-01'],['0871760008137'],['TOPICAL'],['HUMAN OTC DRUG'],"['TITANIUM DIOXIDE', 'ZINC OXIDE']","['15FIX9V2JP', 'SOI2LOH54Z']",[],[],[],['3c5c1c6c-3ba3-7712-e063-6394a90ae60e'],['3a263b85-e7a0-c068-e063-6294a90a49f2'],[True]
20250804,1,OLEANDER,['NERIUM OLEANDER LEAF'],['Boiron'],['0220-3761'],['0220-3761-41'],[],['ORAL'],['HUMAN OTC DRUG'],['NERIUM OLEANDER LEAF'],['7KV510R6H6'],[],[],[],['3b8cc291-49e7-2ed3-e063-6394a90ab86d'],['3b8cc291-49e6-2ed3-e063-6394a90ab86d'],[True]
20250115,4,MUCUS RELIEF GUAIFENESIN EXTENDED-RELEASE 1200 mg,['GUAIFENESIN'],['YYBA CORP'],['73581-402'],"['73581-402-01', '73581-402-35']","['0373581000173', '0373581000661']",['ORAL'],['HUMAN OTC DRUG'],['GUAIFENESIN'],['495W7451VQ'],['Expectorant [EPC]'],"['Decreased Respiratory Secretion Viscosity [PE]', 'Increased Respiratory Secretions [PE]']",[],['2bc46854-fe63-782b-e063-6294a90a79af'],['d9d2539b-bd31-66bd-e053-2a95a90aa583'],[True]
20250813,1,Silk Screen,"['TITANIUM DIOXIDE, ZINC OXIDE']","['Skin Apeel, Inc.']",['83628-201'],['83628-201-85'],[],['TOPICAL'],['HUMAN OTC DRUG'],"['TITANIUM DIOXIDE', 'ZINC OXIDE']","['15FIX9V2JP', 'SOI2LOH54Z']",[],[],[],['3c44baf4-9556-faad-e063-6294a90ab24f'],['3c44baf4-9555-faad-e063-6294a90ab24f'],[True]
20240813,3,PANTOPRAZOLE SODIUM,['PANTOPRAZOLE'],['Quallent Pharmaceuticals Health LLC'],"['82009-010', '82009-011']","['82009-010-90', '82009-011-90', '82009-011-10']","['0382009010908', '0382009011905']",['ORAL'],['HUMAN PRESCRIPTION DRUG'],['PANTOPRAZOLE SODIUM'],['6871619Q5X'],[],[],[],['1f8da415-fb95-d20a-e063-6394a90aa558'],['643eb498-d916-4fb7-9281-32895575ab36'],[True]
20250806,4,Crest 3D White Brilliance Pro Rinse,['SODIUM FLUORIDE'],['The Procter & Gamble Manufacturing Company'],['69423-838'],['69423-838-32'],[],['ORAL'],['HUMAN OTC DRUG'],['SODIUM FLUORIDE'],['8ZYQ1474W7'],[],[],[],['3bb5c8ca-9a5f-9140-e063-6294a90aa475'],['13a01190-a6f3-17b3-e063-6294a90a36c2'],[True]
20250808,16,Hydrogen Peroxide,['HYDROGEN PEROXIDE'],['Kroger Co.'],['30142-871'],"['30142-871-43', '30142-871-45', '30142-871-72']",[],['TOPICAL'],['HUMAN OTC DRUG'],['HYDROGEN PEROXIDE'],['BBX060AN9V'],[],[],[],['3bdd9699-8543-1085-e063-6294a90ad632'],['52f6258f-4b4c-49f4-9bc7-40dc3918869d'],[True]
20250802,1,Ibuprofen,['IBUPROFEN'],"['Asclemed USA, Inc.']",['76420-415'],"['76420-415-30', '76420-415-60', '76420-415-90', '76420-415-01', '76420-415-05']",[],['ORAL'],['HUMAN PRESCRIPTION DRUG'],['IBUPROFEN'],['WK2XYI10QM'],['Nonsteroidal Anti-inflammatory Drug [EPC]'],[],"['Anti-Inflammatory Agents, Non-Steroidal [CS]']",['3b5c08ee-3c0c-616f-e063-6394a90a379a'],['d7ed42c4-371c-4a54-ab15-0630656f0427'],[]
20250804,16,Venlafaxine Hydrochloride,['VENLAFAXINE HYDROCHLORIDE'],['REMEDYREPACK INC.'],['70518-2107'],"['70518-2107-0', '70518-2107-1', '70518-2107-2', '70518-2107-4', '70518-2107-3', '70518-2107-5']",[],['ORAL'],['HUMAN PRESCRIPTION DRUG'],['VENLAFAXINE HYDROCHLORIDE'],['7D7RX5A8MO'],[],[],[],['3b89da0a-7aa2-c155-e063-6394a90a2376'],['ac9b972d-8b8a-4727-90c2-b208f91272fd'],[]
20250806,8,Crest Premium Plus Active Foam Whitening scope,['SODIUM FLUORIDE'],['The Procter & Gamble Manufacturing Company'],['69423-949'],"['69423-949-52', '69423-949-72', '69423-949-35']",[],['DENTAL'],['HUMAN OTC DRUG'],['SODIUM FLUORIDE'],['8ZYQ1474W7'],[],[],[],['3bb38ebd-ddf9-b6a8-e063-6294a90a23b6'],['c72b15e0-e69c-65fc-e053-2a95a90a54c8'],[True]
20250807,3,Antifungal Liquid,['TOLNAFTATE'],"['Wal-Mart Stores, Inc.']",['79903-256'],['79903-256-30'],['0194346253234'],['TOPICAL'],['HUMAN OTC DRUG'],['TOLNAFTATE'],['06KB629TKV'],[],[],[],['3bcede96-f49d-e147-e063-6394a90ae694'],['17d0486e-e8b5-3afe-e063-6394a90aa384'],[True]
20250731,1,Dr Tatty Tattoo Numbing,['LIDOCAINE HCL'],['Prodigy Media Inc'],['70171-0010'],['70171-0010-1'],[],['TOPICAL'],['HUMAN OTC DRUG'],['LIDOCAINE HYDROCHLORIDE'],['V13007Z41A'],[],[],[],['3b3c8d29-d5c7-6383-e063-6294a90af70d'],['48f82ef1-2764-4e75-b03b-40cef9a1988f'],[True]
